vehicle_id,depart,arrival,duration,routeLength,waitingTime,waitingCount,timeLoss,departDelay
430,860.0,940.0,80.0,531.25,32.0,2,48.7,0.0
444,888.0,943.0,55.0,614.46,0.0,0,12.94,0.0
445,890.0,946.0,56.0,416.38,4.0,1,18.96,0.0
431,862.0,948.0,86.0,265.59,41.0,2,66.59,0.0
456,912.0,950.0,38.0,428.55,0.0,0,8.33,0.0
459,918.0,955.0,37.0,325.93,0.0,0,11.41,0.0
448,896.0,956.0,60.0,659.1,0.0,0,9.28,0.0
440,880.0,957.0,77.0,609.96,16.0,2,39.38,0.0
380,760.0,960.0,200.0,1839.76,6.0,3,48.64,0.0
432,864.0,960.0,96.0,1177.27,2.0,1,26.92,0.0
450,900.0,961.0,61.0,661.51,0.0,0,16.89,0.0
454,908.0,962.0,54.0,567.72,0.0,0,8.67,0.0
465,930.0,962.0,32.0,295.82,0.0,0,15.57,0.0
393,786.0,963.0,177.0,1839.76,19.0,1,61.87,0.0
464,929.0,963.0,34.0,478.35,0.0,0,13.75,1.0
457,914.0,964.0,50.0,537.52,0.0,0,24.33,0.0
395,790.0,967.0,177.0,1432.2,47.0,2,83.63,0.0
443,886.0,967.0,81.0,265.59,35.0,2,67.83,0.0
441,882.0,972.0,90.0,1141.42,0.0,0,15.53,0.0
447,894.0,972.0,78.0,1190.75,0.0,0,14.63,0.0
434,868.0,973.0,105.0,1183.77,0.0,0,11.89,0.0
471,942.0,973.0,31.0,347.85,0.0,0,10.77,0.0
463,926.0,978.0,52.0,689.94,0.0,0,22.98,0.0
476,952.0,980.0,28.0,194.77,0.0,0,14.82,0.0
449,898.0,982.0,84.0,1275.88,0.0,0,9.5,0.0
485,970.0,986.0,16.0,225.6,0.0,0,5.78,0.0
436,872.0,987.0,115.0,468.9,42.0,3,73.97,0.0
401,802.0,988.0,186.0,1431.12,38.0,3,83.81,0.0
469,939.0,990.0,51.0,537.11,0.0,0,16.84,1.0
451,902.0,996.0,94.0,670.71,37.0,1,60.05,0.0
484,968.0,996.0,28.0,325.93,0.0,0,8.24,0.0
473,946.0,997.0,51.0,567.72,0.0,0,12.58,0.0
461,922.0,998.0,76.0,494.01,19.0,1,45.79,0.0
410,820.0,1000.0,180.0,1509.83,38.0,4,90.73,0.0
416,833.0,1002.0,169.0,1086.35,58.0,7,100.33,1.0
452,904.0,1003.0,99.0,1367.22,0.0,0,16.86,0.0
481,962.0,1003.0,41.0,346.58,0.0,0,18.45,0.0
455,910.0,1016.0,106.0,1367.22,0.0,0,14.88,0.0
468,936.0,1018.0,82.0,1046.09,0.0,0,11.71,0.0
489,978.0,1018.0,40.0,431.12,1.0,1,16.9,0.0
462,924.0,1020.0,96.0,670.71,34.0,2,65.36,0.0
479,958.0,1024.0,66.0,344.55,32.0,1,42.84,0.0
490,980.0,1026.0,46.0,537.11,0.0,0,18.16,0.0
501,1002.0,1026.0,24.0,187.57,0.0,0,11.64,0.0
483,966.0,1027.0,61.0,349.33,15.0,3,39.92,0.0
493,986.0,1027.0,41.0,166.94,9.0,1,30.9,0.0
502,1004.0,1030.0,26.0,309.1,0.0,0,10.01,0.0
458,916.0,1032.0,116.0,1367.22,0.0,0,15.31,0.0
497,994.0,1032.0,38.0,387.76,1.0,1,16.14,0.0
470,940.0,1034.0,94.0,1373.21,0.0,0,8.75,0.0
415,830.0,1035.0,205.0,1431.12,67.0,4,106.11,0.0
498,996.0,1036.0,40.0,325.93,9.0,1,23.26,0.0
503,1006.0,1037.0,31.0,246.48,3.0,1,16.24,0.0
486,972.0,1044.0,72.0,530.59,13.0,2,50.76,0.0
467,934.0,1046.0,112.0,626.49,40.0,2,77.24,0.0
509,1018.0,1046.0,28.0,211.19,0.0,0,15.64,0.0
499,998.0,1048.0,50.0,542.41,0.0,0,16.25,0.0
478,956.0,1052.0,96.0,1147.76,0.0,0,16.14,0.0
495,990.0,1053.0,63.0,416.38,12.0,1,22.54,0.0
511,1022.0,1054.0,32.0,431.12,0.0,0,10.0,0.0
492,985.0,1057.0,72.0,612.19,7.0,2,44.56,1.0
480,961.0,1058.0,97.0,626.92,27.0,2,53.34,1.0
496,992.0,1059.0,67.0,572.01,19.0,1,38.02,0.0
505,1010.0,1064.0,54.0,416.38,7.0,1,19.21,0.0
504,1008.0,1067.0,59.0,471.95,8.0,2,39.34,0.0
466,932.0,1068.0,136.0,265.59,84.0,3,119.75,0.0
512,1024.0,1071.0,47.0,568.8,0.0,0,10.25,0.0
525,1050.0,1071.0,21.0,156.5,0.0,0,5.96,0.0
508,1016.0,1073.0,57.0,542.41,0.0,0,17.91,0.0
494,988.0,1074.0,86.0,1367.22,0.0,0,17.37,0.0
517,1034.0,1074.0,40.0,456.8,0.0,0,14.99,0.0
488,977.0,1076.0,99.0,440.51,40.0,4,77.7,1.0
515,1030.0,1079.0,49.0,486.97,0.0,0,10.32,0.0
524,1048.0,1080.0,32.0,326.93,0.0,0,8.57,0.0
521,1042.0,1083.0,41.0,450.33,0.0,0,17.34,0.0
442,884.0,1090.0,206.0,1341.75,73.0,2,123.49,0.0
520,1040.0,1091.0,51.0,689.94,0.0,0,17.21,0.0
491,982.0,1093.0,111.0,484.28,35.0,3,86.69,0.0
519,1038.0,1093.0,55.0,431.86,11.0,2,31.68,0.0
526,1052.0,1095.0,43.0,431.12,4.0,1,21.05,0.0
518,1036.0,1096.0,60.0,254.6,24.0,3,44.86,0.0
530,1060.0,1097.0,37.0,456.8,0.0,0,18.08,0.0
506,1012.0,1099.0,87.0,670.71,19.0,2,55.83,0.0
460,920.0,1101.0,181.0,1432.2,48.0,3,86.34,0.0
474,948.0,1104.0,156.0,321.99,91.0,3,134.29,0.0
482,964.0,1104.0,140.0,265.59,81.0,4,125.43,0.0
507,1014.0,1104.0,90.0,737.53,0.0,0,15.05,0.0
510,1020.0,1109.0,89.0,484.28,25.0,2,62.73,0.0
533,1066.0,1114.0,48.0,646.43,0.0,0,15.27,0.0
487,974.0,1115.0,141.0,792.69,47.0,5,94.02,0.0
529,1058.0,1115.0,57.0,612.19,0.0,0,25.2,0.0
513,1026.0,1118.0,92.0,1275.88,0.0,0,13.43,0.0
541,1082.0,1119.0,37.0,297.83,2.0,1,19.66,0.0
539,1078.0,1120.0,42.0,245.59,9.0,2,29.34,0.0
537,1075.0,1121.0,46.0,309.73,6.0,2,27.05,1.0
522,1044.0,1125.0,81.0,824.31,0.0,0,16.53,0.0
536,1072.0,1126.0,54.0,646.43,0.0,0,18.73,0.0
528,1056.0,1135.0,79.0,614.46,16.0,2,39.91,0.0
553,1109.0,1138.0,29.0,223.99,0.0,0,12.63,3.0
545,1090.0,1139.0,49.0,416.38,2.0,1,15.05,0.0
475,950.0,1140.0,190.0,1384.74,45.0,4,91.7,0.0
425,850.0,1141.0,291.0,1839.76,86.0,5,144.2,0.0
556,1112.0,1141.0,29.0,251.72,0.0,0,12.93,0.0
561,1122.0,1141.0,19.0,188.19,0.0,0,7.81,0.0
555,1111.0,1142.0,31.0,351.83,0.0,0,5.14,1.0
542,1085.0,1143.0,58.0,628.85,0.0,0,14.59,1.0
560,1120.0,1144.0,24.0,424.73,0.0,0,6.85,0.0
523,1046.0,1147.0,101.0,1373.21,0.0,0,10.03,0.0
567,1134.0,1148.0,14.0,141.39,0.0,0,6.69,0.0
550,1101.0,1156.0,55.0,537.52,0.0,0,25.18,1.0
551,1102.0,1161.0,59.0,668.27,0.0,0,8.47,0.0
548,1096.0,1162.0,66.0,445.09,18.0,1,45.11,0.0
564,1128.0,1163.0,35.0,431.12,0.0,0,9.28,0.0
572,1144.0,1165.0,21.0,242.96,0.0,0,3.69,0.0
527,1054.0,1166.0,112.0,222.84,81.0,1,96.57,0.0
472,944.0,1168.0,224.0,1069.93,109.0,4,149.35,0.0
562,1124.0,1169.0,45.0,367.9,0.0,0,16.75,0.0
477,954.0,1170.0,216.0,1161.35,100.0,5,134.2,0.0
534,1068.0,1171.0,103.0,1419.58,0.0,0,20.83,0.0
558,1116.0,1171.0,55.0,596.37,0.0,0,10.06,0.0
516,1032.0,1172.0,140.0,212.81,83.0,3,126.8,0.0
570,1140.0,1176.0,36.0,443.4,0.0,0,16.51,0.0
554,1108.0,1180.0,72.0,418.76,33.0,2,50.8,0.0
563,1126.0,1180.0,54.0,668.27,0.0,0,8.72,0.0
569,1138.0,1182.0,44.0,346.58,0.0,0,16.97,0.0
538,1076.0,1185.0,109.0,1182.06,14.0,1,32.03,0.0
565,1130.0,1188.0,58.0,700.79,0.0,0,10.26,0.0
552,1104.0,1191.0,87.0,381.07,39.0,3,61.27,0.0
584,1168.0,1203.0,35.0,478.35,0.0,0,13.38,0.0
585,1170.0,1206.0,36.0,233.92,4.0,1,14.33,0.0
581,1162.0,1209.0,47.0,255.05,9.0,2,27.46,0.0
596,1192.0,1209.0,17.0,190.36,0.0,0,7.59,0.0
547,1094.0,1210.0,116.0,1423.35,7.0,1,31.8,0.0
573,1146.0,1210.0,64.0,603.88,0.0,0,5.77,0.0
575,1150.0,1211.0,61.0,670.71,3.0,1,29.42,0.0
532,1064.0,1212.0,148.0,484.63,83.0,4,121.13,0.0
566,1132.0,1212.0,80.0,501.42,15.0,2,40.67,0.0
535,1070.0,1215.0,145.0,333.21,76.0,4,116.48,0.0
587,1174.0,1216.0,42.0,418.76,0.0,0,23.26,0.0
580,1160.0,1220.0,60.0,700.79,0.0,0,9.43,0.0
544,1088.0,1222.0,134.0,212.81,79.0,6,122.44,0.0
592,1184.0,1223.0,39.0,418.76,7.0,1,23.15,0.0
598,1196.0,1223.0,27.0,358.82,0.0,0,10.28,0.0
549,1098.0,1225.0,127.0,823.94,44.0,2,67.77,0.0
604,1208.0,1230.0,22.0,267.06,0.0,0,6.92,0.0
557,1114.0,1232.0,118.0,265.59,52.0,7,101.09,0.0
546,1092.0,1233.0,141.0,320.8,97.0,3,120.42,0.0
588,1177.0,1234.0,57.0,185.91,18.0,3,45.73,1.0
531,1062.0,1238.0,176.0,1122.71,46.0,7,95.55,0.0
602,1204.0,1238.0,34.0,341.45,0.0,0,16.18,0.0
568,1136.0,1239.0,103.0,824.31,17.0,1,36.07,0.0
591,1182.0,1239.0,57.0,603.88,0.0,0,5.26,0.0
595,1191.0,1239.0,48.0,689.94,0.0,0,17.5,1.0
540,1080.0,1240.0,160.0,574.0,82.0,6,125.5,0.0
606,1212.0,1240.0,28.0,296.71,0.0,0,3.86,0.0
578,1156.0,1242.0,86.0,1066.16,0.0,0,10.03,0.0
589,1178.0,1242.0,64.0,227.24,29.0,1,42.35,0.0
577,1154.0,1243.0,89.0,1046.09,0.0,0,11.97,0.0
571,1142.0,1244.0,102.0,265.59,27.0,7,85.98,0.0
616,1232.0,1248.0,16.0,209.04,0.0,0,6.32,0.0
576,1152.0,1250.0,98.0,1373.21,0.0,0,10.42,0.0
593,1186.0,1250.0,64.0,786.73,0.0,0,14.9,0.0
610,1220.0,1251.0,31.0,307.9,0.0,0,12.04,0.0
579,1158.0,1254.0,96.0,259.55,17.0,6,79.41,0.0
600,1200.0,1254.0,54.0,568.8,1.0,1,13.65,0.0
500,1235.0,1257.0,22.0,44.28,6.0,2,20.09,235.0
590,1180.0,1259.0,79.0,1135.02,0.0,0,15.37,0.0
574,1148.0,1260.0,112.0,1250.15,0.0,0,22.43,0.0
609,1219.0,1262.0,43.0,416.38,0.0,0,9.83,1.0
594,1188.0,1263.0,75.0,689.16,11.0,1,41.05,0.0
559,1118.0,1264.0,146.0,1710.55,9.0,1,27.23,0.0
601,1203.0,1264.0,61.0,633.03,4.0,1,27.64,1.0
617,1234.0,1264.0,30.0,478.35,0.0,0,7.57,0.0
618,1237.0,1264.0,27.0,322.22,0.0,0,10.21,1.0
603,1206.0,1266.0,60.0,603.88,0.0,0,5.58,0.0
608,1216.0,1266.0,50.0,346.58,2.0,1,24.67,0.0
612,1224.0,1270.0,46.0,386.04,6.0,1,24.05,0.0
583,1166.0,1274.0,108.0,574.0,16.0,4,69.91,0.0
622,1244.0,1277.0,33.0,297.53,1.0,1,16.19,0.0
634,1268.0,1277.0,9.0,72.2,0.0,0,5.83,0.0
621,1242.0,1279.0,37.0,344.55,6.0,1,14.83,0.0
586,1172.0,1281.0,109.0,976.36,27.0,1,51.57,0.0
614,1228.0,1281.0,53.0,318.69,13.0,2,35.69,0.0
630,1260.0,1282.0,22.0,124.89,0.0,0,14.74,0.0
514,1029.0,1286.0,257.0,1839.76,79.0,7,138.07,1.0
543,1247.0,1287.0,40.0,230.15,5.0,1,18.97,161.0
582,1164.0,1288.0,124.0,1341.75,3.0,1,25.14,0.0
611,1222.0,1291.0,69.0,585.73,14.0,1,43.23,0.0
633,1266.0,1291.0,25.0,424.73,0.0,0,5.18,0.0
429,1231.0,1292.0,61.0,371.83,4.0,1,43.04,373.0
624,1248.0,1294.0,46.0,567.72,0.0,0,10.18,0.0
642,1284.0,1294.0,10.0,72.2,0.0,0,6.27,0.0
649,1298.0,1307.0,9.0,41.19,0.0,0,3.78,0.0
627,1254.0,1309.0,55.0,505.05,0.0,0,13.14,0.0
620,1240.0,1310.0,70.0,786.73,6.0,1,25.85,0.0
637,1274.0,1310.0,36.0,404.21,0.0,0,14.9,0.0
628,1256.0,1312.0,56.0,416.38,6.0,1,18.14,0.0
629,1258.0,1312.0,54.0,530.59,0.0,0,24.12,0.0
625,1250.0,1313.0,63.0,689.48,0.0,0,16.45,0.0
631,1262.0,1313.0,51.0,484.28,0.0,0,26.59,0.0
626,1252.0,1315.0,63.0,675.22,0.0,0,32.69,0.0
632,1264.0,1315.0,51.0,668.27,0.0,0,13.8,0.0
607,1266.0,1317.0,51.0,109.8,28.0,1,42.66,52.0
636,1273.0,1318.0,45.0,346.3,0.0,0,28.93,1.0
640,1280.0,1322.0,42.0,415.7,0.0,0,8.21,0.0
638,1276.0,1328.0,52.0,423.25,4.0,1,32.84,0.0
605,1210.0,1332.0,122.0,792.69,28.0,5,65.77,0.0
661,1322.0,1333.0,11.0,70.53,0.0,0,5.89,0.0
613,1226.0,1336.0,110.0,1419.58,0.0,0,22.31,0.0
644,1288.0,1337.0,49.0,381.07,3.0,1,21.35,0.0
655,1310.0,1337.0,27.0,358.82,0.0,0,9.89,0.0
645,1290.0,1340.0,50.0,473.85,3.0,1,19.26,0.0
653,1306.0,1340.0,34.0,478.35,0.0,0,5.57,0.0
657,1314.0,1341.0,27.0,205.22,1.0,1,14.63,0.0
643,1286.0,1342.0,56.0,537.11,1.0,1,25.26,0.0
639,1278.0,1345.0,67.0,196.64,33.0,2,53.9,0.0
635,1270.0,1347.0,77.0,1141.42,0.0,0,16.39,0.0
660,1320.0,1347.0,27.0,358.82,0.0,0,9.94,0.0
615,1230.0,1352.0,122.0,1122.71,16.0,1,40.04,0.0
619,1238.0,1353.0,115.0,1419.58,0.0,0,20.56,0.0
641,1282.0,1354.0,72.0,824.31,0.0,0,19.36,0.0
665,1330.0,1364.0,34.0,160.49,1.0,1,22.7,0.0
666,1332.0,1364.0,32.0,309.74,0.0,0,15.17,0.0
669,1338.0,1370.0,32.0,210.73,0.0,0,16.77,0.0
654,1309.0,1372.0,63.0,689.16,1.0,1,26.59,1.0
668,1336.0,1373.0,37.0,386.34,0.0,0,7.89,0.0
676,1352.0,1376.0,24.0,288.53,0.0,0,11.39,0.0
652,1304.0,1388.0,84.0,824.31,6.0,1,26.44,0.0
671,1342.0,1391.0,49.0,554.83,0.0,0,4.71,0.0
647,1294.0,1394.0,100.0,551.9,41.0,1,65.53,0.0
670,1340.0,1394.0,54.0,700.79,0.0,0,10.46,0.0
681,1362.0,1394.0,32.0,417.72,0.0,0,12.63,0.0
650,1300.0,1395.0,95.0,1386.97,0.0,0,18.96,0.0
597,1194.0,1396.0,202.0,1839.76,22.0,3,63.29,0.0
599,1198.0,1396.0,198.0,1384.74,39.0,4,88.46,0.0
663,1326.0,1398.0,72.0,1183.77,0.0,0,12.47,0.0
623,1246.0,1399.0,153.0,1384.74,18.0,4,69.06,0.0
656,1312.0,1400.0,88.0,612.19,26.0,2,58.7,0.0
674,1349.0,1400.0,51.0,443.4,8.0,1,24.99,1.0
659,1318.0,1403.0,85.0,484.28,22.0,2,53.69,0.0
658,1327.0,1406.0,79.0,509.45,24.0,2,50.39,11.0
690,1381.0,1409.0,28.0,424.73,0.0,0,6.09,1.0
675,1350.0,1411.0,61.0,668.27,9.0,1,22.75,0.0
677,1354.0,1414.0,60.0,689.16,2.0,1,23.8,0.0
689,1378.0,1414.0,36.0,443.4,0.0,0,17.45,0.0
646,1292.0,1416.0,124.0,1710.55,0.0,0,18.54,0.0
684,1368.0,1416.0,48.0,346.58,1.0,1,21.97,0.0
702,1404.0,1420.0,16.0,225.6,0.0,0,4.59,0.0
688,1376.0,1421.0,45.0,494.38,0.0,0,11.87,0.0
693,1386.0,1425.0,39.0,366.55,0.0,0,6.08,0.0
673,1346.0,1427.0,81.0,484.28,23.0,2,55.5,0.0
697,1395.0,1427.0,32.0,315.55,0.0,0,11.38,1.0
700,1400.0,1428.0,28.0,344.55,0.0,0,6.19,0.0
691,1382.0,1430.0,48.0,481.85,0.0,0,15.26,0.0
664,1328.0,1431.0,103.0,792.69,14.0,2,54.98,0.0
696,1392.0,1432.0,40.0,473.85,0.0,0,16.46,0.0
698,1396.0,1434.0,38.0,394.02,0.0,0,10.14,0.0
678,1357.0,1437.0,80.0,976.36,0.0,0,16.75,1.0
706,1416.0,1438.0,22.0,186.48,0.0,0,10.86,4.0
707,1414.0,1439.0,25.0,424.73,0.0,0,5.39,0.0
713,1426.0,1441.0,15.0,151.17,0.0,0,7.33,0.0
692,1384.0,1443.0,59.0,343.19,17.0,2,34.66,0.0
682,1364.0,1447.0,83.0,660.08,9.0,1,35.02,0.0
687,1374.0,1450.0,76.0,823.94,1.0,1,24.34,0.0
672,1344.0,1454.0,110.0,689.48,34.0,1,53.34,0.0
679,1358.0,1454.0,96.0,1367.22,0.0,0,14.99,0.0
680,1361.0,1457.0,96.0,1386.97,0.0,0,18.46,1.0
708,1416.0,1458.0,42.0,486.97,0.0,0,9.48,0.0
701,1402.0,1459.0,57.0,484.28,4.0,1,29.08,0.0
709,1418.0,1460.0,42.0,431.12,2.0,1,14.11,0.0
718,1436.0,1463.0,27.0,325.93,0.0,0,9.25,0.0
717,1438.0,1467.0,29.0,286.19,0.0,0,15.12,4.0
683,1366.0,1468.0,102.0,1386.97,0.0,0,19.05,0.0
723,1446.0,1468.0,22.0,238.38,0.0,0,9.62,0.0
714,1428.0,1473.0,45.0,486.97,0.0,0,9.86,0.0
730,1460.0,1473.0,13.0,171.24,0.0,0,4.7,0.0
703,1406.0,1475.0,69.0,655.48,0.0,0,22.26,0.0
711,1422.0,1475.0,53.0,700.79,0.0,0,11.7,0.0
694,1388.0,1477.0,89.0,1143.35,0.0,0,16.61,0.0
648,1296.0,1483.0,187.0,1552.56,46.0,1,80.01,0.0
686,1372.0,1486.0,114.0,1419.58,0.0,0,19.32,0.0
724,1448.0,1487.0,39.0,456.81,0.0,0,16.4,0.0
715,1430.0,1489.0,59.0,670.71,2.0,1,31.9,0.0
705,1410.0,1490.0,80.0,734.17,0.0,0,28.12,0.0
726,1452.0,1491.0,39.0,346.48,0.0,0,19.44,0.0
735,1470.0,1495.0,25.0,292.71,0.0,0,9.12,0.0
712,1424.0,1501.0,77.0,1128.56,0.0,0,10.1,0.0
728,1456.0,1504.0,48.0,567.72,0.0,0,9.01,0.0
699,1483.0,1507.0,24.0,288.53,0.0,0,9.3,85.0
721,1442.0,1511.0,69.0,655.48,0.0,0,18.99,0.0
736,1472.0,1511.0,39.0,417.72,0.0,0,15.37,0.0
750,1500.0,1518.0,18.0,209.36,0.0,0,7.98,0.0
732,1464.0,1520.0,56.0,476.66,7.0,1,23.33,0.0
667,1334.0,1523.0,189.0,1431.12,46.0,4,90.56,0.0
651,1302.0,1530.0,228.0,1251.16,105.0,4,142.55,0.0
729,1458.0,1530.0,72.0,824.31,1.0,1,20.29,0.0
743,1486.0,1532.0,46.0,443.4,1.0,1,22.51,0.0
716,1432.0,1533.0,101.0,1373.21,0.0,0,10.95,0.0
741,1482.0,1534.0,52.0,581.71,0.0,0,12.45,0.0
746,1492.0,1534.0,42.0,456.8,0.0,0,18.36,0.0
720,1441.0,1536.0,95.0,1367.22,0.0,0,15.14,1.0
725,1450.0,1544.0,94.0,480.61,38.0,1,61.93,0.0
662,1324.0,1551.0,227.0,1496.43,70.0,4,115.4,0.0
731,1462.0,1554.0,92.0,494.01,34.0,3,71.39,0.0
740,1480.0,1555.0,75.0,786.73,2.0,1,21.87,0.0
753,1506.0,1557.0,51.0,331.45,2.0,1,30.71,0.0
759,1518.0,1557.0,39.0,325.93,4.0,1,18.47,0.0
758,1516.0,1558.0,42.0,185.17,9.0,2,22.97,0.0
761,1522.0,1560.0,38.0,371.89,1.0,1,20.82,0.0
722,1444.0,1561.0,117.0,1423.35,0.0,0,20.83,0.0
733,1466.0,1562.0,96.0,415.3,37.0,3,59.47,0.0
742,1487.0,1563.0,76.0,492.64,14.0,4,40.9,3.0
695,1390.0,1564.0,174.0,1496.43,23.0,2,81.05,0.0
744,1489.0,1564.0,75.0,484.28,13.0,1,46.17,1.0
734,1469.0,1565.0,96.0,235.34,48.0,3,80.59,1.0
737,1474.0,1566.0,92.0,689.16,23.0,2,59.39,0.0
747,1495.0,1566.0,71.0,614.46,8.0,1,30.69,1.0
749,1498.0,1568.0,70.0,670.71,7.0,1,37.69,0.0
704,1408.0,1569.0,161.0,1496.43,12.0,2,57.23,0.0
766,1532.0,1569.0,37.0,265.59,0.0,0,21.02,0.0
757,1515.0,1574.0,59.0,234.27,29.0,2,46.22,1.0
739,1478.0,1575.0,97.0,1046.09,0.0,0,11.42,0.0
748,1496.0,1575.0,79.0,670.87,3.0,1,36.54,0.0
760,1520.0,1575.0,55.0,362.46,4.0,1,33.68,0.0
719,1438.0,1580.0,142.0,1710.55,0.0,0,19.92,0.0
745,1490.0,1580.0,90.0,689.16,11.0,2,55.26,0.0
770,1540.0,1585.0,45.0,286.19,0.0,0,27.01,0.0
710,1420.0,1586.0,166.0,1552.56,12.0,3,67.55,0.0
763,1526.0,1587.0,61.0,646.43,0.0,0,29.67,0.0
779,1558.0,1588.0,30.0,344.55,0.0,0,7.19,0.0
751,1502.0,1592.0,90.0,1200.54,0.0,0,19.22,0.0
727,1454.0,1595.0,141.0,823.94,38.0,3,70.26,0.0
774,1548.0,1595.0,47.0,386.04,2.0,1,21.2,0.0
789,1578.0,1597.0,19.0,249.98,0.0,0,7.46,0.0
685,1370.0,1598.0,228.0,1839.76,51.0,4,110.22,0.0
777,1554.0,1599.0,45.0,274.6,9.0,1,29.82,0.0
754,1508.0,1601.0,93.0,464.67,45.0,3,66.63,0.0
762,1524.0,1601.0,77.0,537.52,15.0,3,47.7,0.0
768,1536.0,1603.0,67.0,646.43,8.0,1,34.78,0.0
765,1530.0,1605.0,75.0,537.52,13.0,1,43.38,0.0
767,1534.0,1605.0,71.0,494.01,12.0,1,47.51,0.0
769,1540.0,1605.0,65.0,465.84,6.0,2,38.24,2.0
795,1590.0,1605.0,15.0,84.53,0.0,0,7.54,0.0
799,1599.0,1605.0,6.0,35.87,0.0,0,3.77,1.0
772,1544.0,1606.0,62.0,140.46,39.0,1,50.45,0.0
756,1512.0,1607.0,95.0,655.48,13.0,2,45.6,0.0
784,1568.0,1612.0,44.0,480.98,0.0,0,17.68,0.0
738,1476.0,1615.0,139.0,1496.43,2.0,2,47.58,0.0
780,1592.0,1615.0,23.0,277.18,0.0,0,8.02,32.0
802,1609.0,1616.0,7.0,42.9,0.0,0,4.87,5.0
778,1556.0,1617.0,61.0,567.72,0.0,0,10.12,0.0
783,1566.0,1617.0,51.0,537.11,0.0,0,17.63,0.0
776,1552.0,1618.0,66.0,506.13,0.0,0,27.79,0.0
764,1528.0,1619.0,91.0,1069.93,0.0,0,17.5,0.0
787,1574.0,1619.0,45.0,367.53,0.0,0,13.71,0.0
798,1601.0,1619.0,18.0,209.36,0.0,0,6.59,5.0
786,1572.0,1623.0,51.0,416.38,0.0,0,16.88,0.0
794,1588.0,1623.0,35.0,440.51,0.0,0,11.9,0.0
781,1562.0,1624.0,62.0,517.88,11.0,2,36.24,0.0
755,1510.0,1626.0,116.0,1380.62,3.0,2,27.18,0.0
771,1542.0,1629.0,87.0,1046.09,0.0,0,10.91,0.0
752,1504.0,1634.0,130.0,1243.06,5.0,1,25.85,0.0
790,1580.0,1634.0,54.0,537.11,0.0,0,23.42,0.0
797,1594.0,1635.0,41.0,494.38,0.0,0,17.37,0.0
773,1546.0,1637.0,91.0,1200.54,5.0,1,26.38,0.0
788,1576.0,1637.0,61.0,536.74,1.0,1,30.07,0.0
800,1600.0,1640.0,40.0,319.74,8.0,1,23.08,0.0
793,1586.0,1641.0,55.0,572.01,1.0,1,22.32,0.0
803,1606.0,1645.0,39.0,304.23,2.0,1,20.57,0.0
812,1624.0,1647.0,23.0,385.54,0.0,0,6.63,0.0
808,1616.0,1650.0,34.0,414.08,0.0,0,11.26,0.0
775,1550.0,1651.0,101.0,1419.58,3.0,1,26.87,0.0
809,1618.0,1652.0,34.0,417.72,0.0,0,14.56,0.0
804,1608.0,1657.0,49.0,633.03,0.0,0,16.78,0.0
813,1627.0,1657.0,30.0,287.68,1.0,1,8.47,1.0
806,1612.0,1663.0,51.0,689.94,0.0,0,16.45,0.0
810,1620.0,1663.0,43.0,432.0,0.0,0,13.84,0.0
807,1614.0,1664.0,50.0,700.79,0.0,0,9.9,0.0
824,1648.0,1667.0,19.0,170.17,0.0,0,8.79,0.0
817,1634.0,1668.0,34.0,431.12,0.0,0,12.75,0.0
821,1642.0,1668.0,26.0,268.28,0.0,0,11.91,0.0
823,1649.0,1669.0,20.0,164.35,0.0,0,6.07,3.0
815,1630.0,1670.0,40.0,456.8,1.0,1,20.06,0.0
796,1592.0,1678.0,86.0,976.36,0.0,0,14.24,0.0
816,1632.0,1681.0,49.0,416.38,3.0,1,15.52,0.0
801,1602.0,1683.0,81.0,792.69,2.0,1,32.73,0.0
782,1564.0,1685.0,121.0,1386.97,0.0,0,17.04,0.0
814,1628.0,1688.0,60.0,636.03,3.0,1,34.59,0.0
826,1652.0,1690.0,38.0,443.4,0.0,0,16.93,0.0
805,1610.0,1691.0,81.0,1046.09,0.0,0,11.0,0.0
825,1650.0,1693.0,43.0,415.3,0.0,0,12.34,0.0
811,1622.0,1694.0,72.0,603.88,0.0,0,6.96,0.0
820,1640.0,1695.0,55.0,480.61,9.0,1,26.58,0.0
832,1664.0,1696.0,32.0,309.09,2.0,1,13.68,0.0
818,1638.0,1699.0,61.0,639.99,0.0,0,19.15,2.0
836,1672.0,1700.0,28.0,418.76,0.0,0,9.74,0.0
822,1644.0,1706.0,62.0,494.01,8.0,2,34.91,0.0
819,1638.0,1708.0,70.0,824.31,0.0,0,17.91,0.0
829,1658.0,1708.0,50.0,425.76,0.0,0,22.87,0.0
842,1684.0,1709.0,25.0,147.44,0.0,0,13.05,0.0
835,1670.0,1710.0,40.0,449.58,0.0,0,8.8,0.0
827,1654.0,1711.0,57.0,633.03,0.0,0,18.92,0.0
833,1666.0,1714.0,48.0,567.72,0.0,0,8.95,0.0
838,1676.0,1717.0,41.0,287.46,4.0,1,23.01,0.0
837,1674.0,1723.0,49.0,473.02,2.0,1,21.52,0.0
851,1702.0,1725.0,23.0,298.92,0.0,0,8.64,0.0
847,1694.0,1734.0,40.0,431.12,1.0,1,15.31,0.0
853,1706.0,1735.0,29.0,325.93,0.0,0,7.16,0.0
856,1712.0,1737.0,25.0,236.17,0.0,0,13.68,0.0
855,1710.0,1740.0,30.0,478.35,0.0,0,6.45,0.0
828,1656.0,1743.0,87.0,824.31,1.0,1,17.75,0.0
