time,loaded,inserted,running,waiting,ended,meanWaitingTime,meanTravelTime,meanSpeed
1152.0,608,574,37,3,537,0.31,63.98,6.24
1153.0,608,574,37,3,537,0.31,63.98,6.25
1154.0,608,575,38,3,537,0.31,63.98,6.04
1155.0,608,575,38,3,537,0.31,63.98,6.0
1156.0,608,576,38,3,538,0.31,63.96,5.87
1157.0,608,576,38,3,538,0.31,63.96,6.33
1158.0,608,577,39,3,538,0.31,63.96,6.68
1159.0,608,577,39,3,538,0.31,63.96,6.93
1160.0,608,578,40,3,538,0.31,63.96,7.19
1161.0,608,578,39,3,539,0.31,63.95,7.22
1162.0,608,579,39,3,540,0.31,63.95,6.96
1163.0,608,579,38,3,541,0.31,63.9,6.79
1164.0,608,580,39,3,541,0.31,63.9,6.82
1165.0,608,580,38,3,542,0.31,63.82,6.84
1166.0,608,581,38,3,543,0.31,63.91,6.66
1167.0,608,581,38,3,543,0.31,63.91,7.09
1168.0,608,582,38,3,544,0.31,64.2,7.3
1169.0,608,582,37,3,545,0.31,64.17,7.68
1170.0,608,583,37,3,546,0.31,64.45,7.56
1171.0,608,583,35,3,548,0.31,64.5,7.14
1172.0,608,584,35,3,549,0.3,64.64,7.02
1173.0,608,584,35,3,549,0.3,64.64,7.34
1174.0,608,585,36,3,549,0.3,64.64,7.6
1175.0,608,585,36,3,549,0.3,64.64,8.03
1176.0,608,585,35,4,550,0.3,64.59,7.49
1177.0,608,586,36,3,550,0.31,64.59,7.38
1178.0,608,587,37,3,550,0.3,64.59,7.15
1179.0,608,587,37,3,550,0.3,64.59,7.4
1180.0,608,588,36,3,552,0.3,64.58,6.91
1181.0,608,588,36,3,552,0.3,64.58,7.32
1182.0,608,589,36,3,553,0.3,64.54,7.61
1183.0,608,589,36,3,553,0.3,64.54,7.88
1184.0,608,590,37,3,553,0.3,64.54,8.06
1185.0,608,590,36,3,554,0.3,64.62,8.08
1186.0,608,591,37,3,554,0.3,64.62,7.72
1187.0,608,591,37,3,554,0.3,64.62,7.85
1188.0,608,592,37,3,555,0.3,64.61,7.23
1189.0,608,592,37,3,555,0.3,64.61,7.17
1190.0,608,592,37,4,555,0.3,64.61,7.15
1191.0,608,593,37,3,556,0.3,64.65,6.69
1192.0,608,594,38,3,556,0.3,64.65,6.53
1193.0,608,594,38,3,556,0.3,64.65,6.74
1194.0,608,595,39,3,556,0.3,64.65,6.66
1195.0,608,595,39,3,556,0.3,64.65,6.93
1196.0,608,596,40,3,556,0.3,64.65,7.06
1197.0,608,596,40,3,556,0.3,64.65,7.67
1198.0,608,597,41,3,556,0.3,64.65,7.88
1199.0,608,597,41,3,556,0.3,64.65,8.21
1200.0,608,598,42,3,556,0.3,64.65,8.43
1201.0,608,598,42,3,556,0.3,64.65,8.49
1202.0,608,598,42,4,556,0.3,64.65,8.65
1203.0,608,599,42,3,557,0.3,64.6,8.46
1204.0,608,600,43,3,557,0.3,64.6,8.7
1205.0,608,600,43,3,557,0.3,64.6,9.1
1206.0,608,601,43,3,558,0.3,64.55,9.11
1207.0,608,601,43,3,558,0.3,64.55,9.21
1208.0,608,602,44,3,558,0.3,64.55,8.99
1209.0,608,602,42,3,560,0.3,64.43,9.28
1210.0,608,603,41,3,562,0.3,64.52,9.29
1211.0,608,603,40,3,563,0.3,64.52,9.09
1212.0,608,604,39,3,565,0.3,64.69,8.89
1213.0,608,604,39,3,565,0.3,64.69,9.16
1214.0,709,604,39,4,565,0.3,64.69,9.63
1215.0,709,604,38,4,566,0.3,64.83,10.02
1216.0,709,605,38,4,567,0.3,64.79,9.52
1217.0,709,605,38,4,567,0.3,64.79,9.45
1218.0,709,605,38,5,567,0.3,64.79,9.38
1219.0,709,606,39,4,567,0.3,64.79,9.15
1220.0,709,607,39,4,568,0.3,64.78,8.64
1221.0,709,607,39,4,568,0.3,64.78,8.76
1222.0,709,608,39,4,569,0.3,64.91,8.68
1223.0,709,608,37,4,571,0.3,64.79,7.71
1224.0,709,609,38,4,571,0.3,64.79,7.48
1225.0,709,609,37,4,572,0.3,64.9,7.73
1226.0,709,610,38,4,572,0.3,64.9,8.15
1227.0,709,610,38,4,572,0.3,64.9,8.25
1228.0,709,611,39,4,572,0.3,64.9,8.36
1229.0,709,611,39,4,572,0.3,64.9,8.84
1230.0,709,612,39,4,573,0.3,64.83,8.35
1231.0,709,613,40,3,573,0.91,64.83,8.32
1232.0,709,614,40,3,574,0.9,64.92,8.17
1233.0,709,614,39,3,575,0.9,65.05,8.71
1234.0,709,615,39,3,576,0.9,65.04,9.01
1235.0,709,616,40,2,576,1.28,65.04,9.01
1236.0,709,616,40,3,576,1.28,65.04,9.5
1237.0,709,617,41,2,576,1.28,65.04,9.32
1238.0,709,618,40,2,578,1.28,65.18,9.26
1239.0,709,618,37,2,581,1.28,65.2,9.26
1240.0,709,619,36,2,583,1.28,65.3,9.22
1241.0,709,619,36,2,583,1.28,65.3,9.85
1242.0,709,620,35,2,585,1.28,65.33,9.57
1243.0,709,620,34,2,586,1.28,65.37,9.6
1244.0,709,621,34,2,587,1.27,65.43,9.63
1245.0,709,621,34,2,587,1.27,65.43,9.83
1246.0,709,622,35,2,587,1.27,65.43,10.34
1247.0,709,623,36,1,587,1.53,65.43,10.32
1248.0,709,624,36,1,588,1.53,65.35,9.53
1249.0,709,624,36,1,588,1.53,65.35,9.81
1250.0,709,625,35,1,590,1.52,65.4,9.57
1251.0,709,625,34,1,591,1.52,65.34,9.58
1252.0,709,626,35,1,591,1.52,65.34,9.35
1253.0,709,626,35,1,591,1.52,65.34,9.49
1254.0,709,627,34,1,593,1.52,65.38,9.3
1255.0,709,627,34,1,593,1.52,65.38,9.75
1256.0,709,628,35,1,593,1.52,65.38,9.64
1257.0,709,628,34,1,594,1.52,65.3,9.89
1258.0,709,629,35,1,594,1.51,65.3,9.72
1259.0,709,629,34,1,595,1.51,65.33,10.17
1260.0,709,630,34,1,596,1.51,65.4,10.27
1261.0,709,630,34,1,596,1.51,65.4,10.68
1262.0,709,631,34,1,597,1.51,65.37,10.39
1263.0,709,631,33,1,598,1.51,65.38,9.79
1264.0,709,632,30,1,602,1.51,65.39,8.56
1265.0,709,632,30,1,602,1.51,65.39,8.69
1266.0,709,634,30,0,604,1.58,65.35,8.07
1267.0,709,634,30,0,604,1.58,65.35,8.49
1268.0,709,635,31,0,604,1.58,65.35,8.6
1269.0,709,635,31,0,604,1.58,65.35,9.31
1270.0,709,636,31,0,605,1.58,65.32,9.19
1271.0,709,636,31,0,605,1.58,65.32,10.07
1272.0,709,636,31,1,605,1.58,65.32,10.56
1273.0,709,637,32,0,605,1.58,65.32,10.6
1274.0,709,638,32,0,606,1.58,65.39,10.3
1275.0,709,638,32,0,606,1.58,65.39,10.53
1276.0,709,639,33,0,606,1.57,65.39,10.15
1277.0,709,639,31,0,608,1.57,65.25,10.34
1278.0,709,640,32,0,608,1.57,65.25,10.35
1279.0,709,640,31,0,609,1.57,65.2,10.68
1280.0,709,641,32,0,609,1.57,65.2,10.64
1281.0,709,641,30,0,611,1.57,65.25,10.67
1282.0,709,642,30,0,612,1.57,65.18,10.92
1283.0,709,642,30,0,612,1.57,65.18,11.06
1284.0,709,643,31,0,612,1.56,65.18,11.15
1285.0,709,643,31,0,612,1.56,65.18,11.19
1286.0,709,644,31,0,613,1.56,65.49,10.62
1287.0,709,644,30,0,614,1.56,65.45,10.63
1288.0,709,645,30,0,615,1.56,65.55,10.13
1289.0,709,645,30,0,615,1.56,65.55,10.46
1290.0,709,646,31,0,615,1.56,65.55,10.11
1291.0,709,646,29,0,617,1.56,65.49,9.32
1292.0,709,647,29,0,618,1.55,65.48,9.19
1293.0,709,647,29,0,618,1.55,65.48,9.12
1294.0,709,648,28,0,620,1.55,65.36,8.67
1295.0,709,648,28,0,620,1.55,65.36,8.87
1296.0,709,649,29,0,620,1.55,65.36,8.64
1297.0,709,649,29,0,620,1.55,65.36,9.15
1298.0,709,650,30,0,620,1.55,65.36,8.78
1299.0,709,650,30,0,620,1.55,65.36,8.89
1300.0,709,651,31,0,620,1.54,65.36,8.78
1301.0,709,651,31,0,620,1.54,65.36,8.96
1302.0,709,652,32,0,620,1.54,65.36,9.05
1303.0,709,652,32,0,620,1.54,65.36,9.24
1304.0,709,653,33,0,620,1.54,65.36,9.06
1305.0,709,653,33,0,620,1.54,65.36,9.03
1306.0,709,654,34,0,620,1.54,65.36,8.98
1307.0,709,654,33,0,621,1.54,65.27,9.23
1308.0,709,654,33,1,621,1.54,65.27,9.92
1309.0,709,655,33,0,622,1.54,65.25,10.01
1310.0,709,656,32,0,624,1.53,65.21,9.9
1311.0,709,656,32,0,624,1.53,65.21,10.34
1312.0,709,657,31,0,626,1.53,65.18,10.1
1313.0,709,657,29,0,628,1.53,65.15,10.12
1314.0,709,658,30,0,628,1.53,65.15,10.2
1315.0,709,658,28,0,630,1.53,65.13,9.63
1316.0,709,658,28,1,630,1.53,65.13,9.95
1317.0,709,658,27,1,631,1.53,65.1,10.43
1318.0,709,659,27,1,632,1.53,65.07,10.04
1319.0,709,659,27,1,632,1.53,65.07,10.29
1320.0,709,660,28,1,632,1.52,65.07,10.05
1321.0,709,660,28,1,632,1.52,65.07,9.89
1322.0,709,661,28,1,633,1.52,65.04,8.76
1323.0,709,661,28,1,633,1.52,65.04,8.78
1324.0,709,662,29,1,633,1.52,65.04,8.61
1325.0,709,662,29,1,633,1.52,65.04,8.96
1326.0,709,663,30,1,633,1.52,65.04,8.81
1327.0,709,664,31,0,633,1.53,65.04,8.75
1328.0,709,665,31,0,634,1.53,65.02,8.29
1329.0,709,665,31,0,634,1.53,65.02,8.29
1330.0,709,666,32,0,634,1.53,65.02,8.43
1331.0,709,666,32,0,634,1.53,65.02,8.94
1332.0,709,667,32,0,635,1.52,65.11,9.19
1333.0,709,667,31,0,636,1.52,65.02,9.89
1334.0,709,668,32,0,636,1.52,65.02,9.95
1335.0,709,668,32,0,636,1.52,65.02,10.37
1336.0,709,669,32,0,637,1.52,65.09,10.11
1337.0,709,669,30,0,639,1.52,65.01,9.56
1338.0,709,670,31,0,639,1.52,65.01,9.51
1339.0,709,670,31,0,639,1.52,65.01,9.87
1340.0,709,671,30,0,641,1.52,64.93,8.98
1341.0,709,671,29,0,642,1.52,64.88,9.17
1342.0,709,672,29,0,643,1.51,64.86,8.82
1343.0,709,672,29,0,643,1.51,64.86,9.33
1344.0,709,673,30,0,643,1.51,64.86,9.49
1345.0,709,673,29,0,644,1.51,64.86,9.72
1346.0,709,674,30,0,644,1.51,64.86,9.7
1347.0,709,674,28,0,646,1.51,64.83,9.75
1348.0,709,674,28,1,646,1.51,64.83,10.13
1349.0,709,675,29,0,646,1.51,64.83,9.45
1350.0,709,676,30,0,646,1.51,64.83,8.99
1351.0,709,676,30,0,646,1.51,64.83,9.19
1352.0,709,677,30,0,647,1.5,64.91,8.97
1353.0,709,677,29,0,648,1.5,64.99,9.19
1354.0,709,678,29,0,649,1.5,65.0,8.87
1355.0,709,678,29,0,649,1.5,65.0,9.16
1356.0,709,678,29,1,649,1.5,65.0,9.18
1357.0,709,679,30,0,649,1.5,65.0,9.27
1358.0,709,680,31,0,649,1.5,65.0,9.02
1359.0,709,680,31,0,649,1.5,65.0,8.88
1360.0,709,680,31,1,649,1.5,65.0,9.1
1361.0,709,681,32,0,649,1.5,65.0,8.66
1362.0,709,682,33,0,649,1.5,65.0,8.7
1363.0,709,682,33,0,649,1.5,65.0,9.15
1364.0,709,683,32,0,651,1.49,64.9,9.16
1365.0,709,683,32,0,651,1.49,64.9,9.48
1366.0,709,684,33,0,651,1.49,64.9,9.5
1367.0,709,684,33,0,651,1.49,64.9,9.94
1368.0,709,685,34,0,651,1.49,64.9,10.24
1369.0,709,685,34,0,651,1.49,64.9,10.59
1370.0,709,686,34,0,652,1.49,64.85,10.55
1371.0,709,686,34,0,652,1.49,64.85,10.68
1372.0,709,687,34,0,653,1.48,64.85,10.39
1373.0,709,687,33,0,654,1.48,64.81,10.48
1374.0,709,688,34,0,654,1.48,64.81,9.91
1375.0,709,688,34,0,654,1.48,64.81,9.75
1376.0,709,689,34,0,655,1.48,64.75,9.15
1377.0,709,689,34,0,655,1.48,64.75,9.26
1378.0,709,690,35,0,655,1.48,64.75,9.34
1379.0,709,690,35,0,655,1.48,64.75,9.75
1380.0,709,690,35,1,655,1.48,64.75,10.26
1381.0,709,691,36,0,655,1.48,64.75,10.4
1382.0,709,692,37,0,655,1.48,64.75,9.93
1383.0,709,692,37,0,655,1.48,64.75,9.73
1384.0,709,693,38,0,655,1.47,64.75,9.14
1385.0,709,693,38,0,655,1.47,64.75,9.32
1386.0,709,694,39,0,655,1.47,64.75,9.37
1387.0,709,694,39,0,655,1.47,64.75,9.42
1388.0,709,695,39,0,656,1.47,64.77,9.26
1389.0,709,695,39,0,656,1.47,64.77,9.42
1390.0,709,696,40,0,656,1.47,64.77,8.86
1391.0,709,696,39,0,657,1.47,64.75,8.92
1392.0,709,697,40,0,657,1.46,64.75,9.0
1393.0,709,697,40,0,657,1.46,64.75,9.09
1394.0,709,697,37,1,660,1.46,64.74,8.54
1395.0,709,698,37,0,661,1.46,64.78,8.31
1396.0,709,699,36,0,663,1.46,65.19,8.62
1397.0,709,699,36,0,663,1.46,65.19,8.92
1398.0,709,699,35,1,664,1.46,65.2,9.35
1399.0,709,699,34,1,665,1.46,65.33,10.11
1400.0,709,700,33,1,667,1.46,65.35,9.76
1401.0,709,700,33,1,667,1.46,65.35,10.54
1402.0,709,701,34,1,667,1.46,65.35,10.48
1403.0,709,701,33,1,668,1.46,65.38,10.73
1404.0,709,702,34,1,668,1.46,65.38,10.88
1405.0,709,702,34,1,668,1.46,65.38,11.11
1406.0,709,703,34,1,669,1.45,65.4,10.9
1407.0,709,703,34,1,669,1.45,65.4,11.26
1408.0,709,704,35,1,669,1.45,65.4,10.98
1409.0,709,704,34,1,670,1.45,65.34,10.76
1410.0,709,705,35,1,670,1.45,65.34,10.81
1411.0,709,705,34,1,671,1.45,65.33,10.56
1412.0,709,705,34,2,671,1.45,65.33,11.09
1413.0,709,705,34,2,671,1.45,65.33,11.72
1414.0,709,706,33,2,673,1.45,65.28,10.69
1415.0,709,706,33,2,673,1.45,65.28,10.84
1416.0,810,708,33,1,675,1.45,65.34,9.95
1417.0,810,708,33,1,675,1.45,65.34,9.91
1418.0,810,709,34,1,675,1.45,65.34,9.81
1419.0,810,709,34,1,675,1.45,65.34,10.03
1420.0,810,710,34,1,676,1.45,65.27,9.71
1421.0,810,710,33,1,677,1.45,65.24,10.17
1422.0,810,711,34,1,677,1.44,65.24,10.32
1423.0,810,711,34,1,677,1.44,65.24,10.61
1424.0,810,712,35,1,677,1.44,65.24,10.57
1425.0,810,712,34,1,678,1.44,65.2,10.58
1426.0,810,713,35,1,678,1.44,65.2,10.38
1427.0,810,713,33,1,680,1.44,65.18,10.42
1428.0,810,714,33,1,681,1.44,65.12,10.15
1429.0,810,714,33,1,681,1.44,65.12,10.15
1430.0,810,715,33,1,682,1.43,65.1,9.68
1431.0,810,715,32,1,683,1.43,65.15,10.04
1432.0,810,716,32,1,684,1.43,65.12,9.92
1433.0,810,716,32,1,684,1.43,65.12,10.45
1434.0,810,716,31,2,685,1.43,65.08,10.73
1435.0,810,716,31,2,685,1.43,65.08,10.95
1436.0,810,717,32,2,685,1.43,65.08,10.87
1437.0,810,717,31,2,686,1.43,65.1,10.34
1438.0,810,719,32,1,687,1.43,65.03,9.97
1439.0,810,719,31,1,688,1.43,64.98,9.72
1440.0,810,719,31,2,688,1.43,64.98,10.27
1441.0,810,720,31,1,689,1.43,64.9,10.16
1442.0,810,721,32,1,689,1.43,64.9,10.01
1443.0,810,721,31,1,690,1.43,64.9,10.2
1444.0,810,722,32,1,690,1.43,64.9,10.22
1445.0,810,722,32,1,690,1.43,64.9,10.21
1446.0,810,723,33,1,690,1.43,64.9,9.66
1447.0,810,723,32,1,691,1.43,64.92,9.69
1448.0,810,724,33,1,691,1.42,64.92,9.54
1449.0,810,724,33,1,691,1.42,64.92,10.01
1450.0,810,725,33,1,692,1.42,64.94,10.0
1451.0,810,725,33,1,692,1.42,64.94,10.38
1452.0,810,726,34,1,692,1.42,64.94,10.5
1453.0,810,726,34,1,692,1.42,64.94,10.72
1454.0,810,727,33,1,694,1.42,65.05,10.13
1455.0,810,727,33,1,694,1.42,65.05,10.24
1456.0,810,728,34,1,694,1.42,65.05,10.11
1457.0,810,728,33,1,695,1.42,65.09,9.84
1458.0,810,729,33,1,696,1.41,65.06,9.08
1459.0,810,729,32,1,697,1.41,65.05,8.87
1460.0,810,730,32,1,698,1.41,65.01,8.5
1461.0,810,730,32,1,698,1.41,65.01,9.07
1462.0,810,731,33,1,698,1.41,65.01,9.54
1463.0,810,731,32,1,699,1.41,64.96,10.01
1464.0,810,732,33,1,699,1.41,64.96,10.52
1465.0,810,732,33,1,699,1.41,64.96,10.75
1466.0,810,733,34,1,699,1.41,64.96,10.4
1467.0,810,733,33,1,700,1.41,64.91,10.55
1468.0,810,733,31,2,702,1.41,64.9,10.22
1469.0,810,734,32,1,702,1.41,64.9,9.8
1470.0,810,735,33,1,702,1.4,64.9,9.44
1471.0,810,735,33,1,702,1.4,64.9,9.28
1472.0,810,736,34,1,702,1.4,64.9,9.16
1473.0,810,736,32,1,704,1.4,64.8,8.73
1474.0,810,737,33,1,704,1.4,64.8,8.57
1475.0,810,737,31,1,706,1.4,64.79,7.7
1476.0,810,738,32,1,706,1.4,64.79,7.66
1477.0,810,738,31,1,707,1.4,64.82,7.94
1478.0,810,739,32,1,707,1.4,64.82,8.13
1479.0,810,739,32,1,707,1.4,64.82,8.66
1480.0,810,740,33,1,707,1.39,64.82,8.93
1481.0,810,740,33,1,707,1.39,64.82,9.35
1482.0,810,741,34,1,707,1.39,64.82,9.49
1483.0,810,742,34,0,708,1.51,64.99,9.45
1484.0,810,742,34,1,708,1.51,64.99,9.9
1485.0,810,742,34,1,708,1.51,64.99,9.92
1486.0,810,743,34,1,709,1.5,65.06,9.45
1487.0,810,744,34,0,710,1.51,65.03,8.85
1488.0,810,744,34,1,710,1.51,65.03,9.09
1489.0,810,745,34,0,711,1.5,65.02,8.32
1490.0,810,746,34,0,712,1.5,65.04,7.99
1491.0,810,746,33,0,713,1.5,65.0,7.76
1492.0,810,747,34,0,713,1.5,65.0,7.54
1493.0,810,747,34,0,713,1.5,65.0,7.93
1494.0,810,747,34,1,713,1.5,65.0,8.21
1495.0,810,748,34,0,714,1.5,64.95,7.82
1496.0,810,749,35,0,714,1.5,64.95,8.07
1497.0,810,749,35,0,714,1.5,64.95,8.54
1498.0,810,750,36,0,714,1.5,64.95,8.46
1499.0,810,750,36,0,714,1.5,64.95,8.81
1500.0,810,751,37,0,714,1.49,64.95,8.43
1501.0,810,751,36,0,715,1.49,64.96,8.15
1502.0,810,752,37,0,715,1.49,64.96,7.94
1503.0,810,752,37,0,715,1.49,64.96,8.15
1504.0,810,753,37,0,716,1.49,64.94,7.93
1505.0,810,753,37,0,716,1.49,64.94,7.94
1506.0,810,754,38,0,716,1.49,64.94,7.37
1507.0,810,754,37,0,717,1.49,64.88,6.7
1508.0,810,755,38,0,717,1.49,64.88,6.51
1509.0,810,755,38,0,717,1.49,64.88,6.69
1510.0,810,756,39,0,717,1.48,64.88,6.52
1511.0,810,756,37,0,719,1.48,64.85,5.63
1512.0,810,757,38,0,719,1.48,64.85,5.11
1513.0,810,757,38,0,719,1.48,64.85,5.07
1514.0,810,757,38,1,719,1.48,64.85,5.35
1515.0,810,758,39,0,719,1.48,64.85,5.79
1516.0,810,759,40,0,719,1.48,64.85,6.28
1517.0,810,759,40,0,719,1.48,64.85,6.89
1518.0,810,760,40,0,720,1.48,64.79,6.87
1519.0,810,760,40,0,720,1.48,64.79,7.2
1520.0,810,761,40,0,721,1.48,64.78,6.96
1521.0,810,761,40,0,721,1.48,64.78,6.96
1522.0,810,762,41,0,721,1.47,64.78,7.1
1523.0,810,762,40,0,722,1.47,64.95,7.35
1524.0,810,763,41,0,722,1.47,64.95,7.18
1525.0,810,763,41,0,722,1.47,64.95,7.27
1526.0,810,764,42,0,722,1.47,64.95,7.26
1527.0,810,764,42,0,722,1.47,64.95,7.42
1528.0,810,765,43,0,722,1.47,64.95,7.58
1529.0,810,765,43,0,722,1.47,64.95,7.66
1530.0,810,766,42,0,724,1.47,65.18,7.27
1531.0,810,766,42,0,724,1.47,65.18,7.68
1532.0,810,767,42,0,725,1.46,65.16,7.89
1533.0,810,767,41,0,726,1.46,65.21,8.53
1534.0,810,768,40,0,728,1.46,65.16,8.19
1535.0,810,768,40,0,728,1.46,65.16,8.68
1536.0,810,769,40,0,729,1.46,65.2,8.27
1537.0,810,769,40,0,729,1.46,65.2,8.32
1538.0,810,769,40,1,729,1.46,65.2,8.49
1539.0,810,769,40,1,729,1.46,65.2,8.63
1540.0,810,771,42,0,729,1.46,65.2,8.01
1541.0,810,771,42,0,729,1.46,65.2,8.52
1542.0,810,772,43,0,729,1.46,65.2,8.44
1543.0,810,772,43,0,729,1.46,65.2,8.15
1544.0,810,773,43,0,730,1.46,65.24,7.73
1545.0,810,773,43,0,730,1.46,65.24,7.62
1546.0,810,774,44,0,730,1.45,65.24,7.7
1547.0,810,774,44,0,730,1.45,65.24,7.63
1548.0,810,775,45,0,730,1.45,65.24,7.54
1549.0,810,775,45,0,730,1.45,65.24,7.99
1550.0,810,776,46,0,730,1.45,65.24,8.08
1551.0,810,776,45,0,731,1.45,65.46,8.32
1552.0,810,777,46,0,731,1.45,65.46,8.44
1553.0,810,777,46,0,731,1.45,65.46,8.44
1554.0,810,778,46,0,732,1.45,65.49,8.19
1555.0,810,778,45,0,733,1.45,65.51,8.59
1556.0,810,779,46,0,733,1.44,65.51,8.72
1557.0,810,779,44,0,735,1.44,65.45,8.82
1558.0,810,780,44,0,736,1.44,65.42,9.18
1559.0,810,780,44,0,736,1.44,65.42,9.61
1560.0,810,780,43,1,737,1.44,65.38,9.39
1561.0,810,780,42,1,738,1.44,65.45,9.38
1562.0,810,781,42,1,739,1.44,65.49,9.5
1563.0,810,781,41,1,740,1.44,65.51,10.0
1564.0,810,782,40,1,742,1.44,65.67,9.59
1565.0,810,782,39,1,743,1.44,65.71,9.52
1566.0,810,783,38,1,745,1.44,65.75,8.92
1567.0,810,783,38,1,745,1.44,65.75,9.17
1568.0,810,784,38,1,746,1.43,65.75,9.08
1569.0,810,784,36,1,748,1.43,65.84,8.81
1570.0,810,785,37,1,748,1.43,65.84,8.92
1571.0,810,785,37,1,748,1.43,65.84,9.03
1572.0,810,786,38,1,748,1.43,65.84,9.12
1573.0,810,786,38,1,748,1.43,65.84,9.2
1574.0,810,787,38,1,749,1.43,65.83,8.94
1575.0,810,787,35,1,752,1.43,65.88,8.98
1576.0,810,788,36,1,752,1.43,65.88,8.89
1577.0,810,788,36,1,752,1.43,65.88,9.32
1578.0,810,789,37,1,752,1.43,65.88,9.41
1579.0,810,789,37,1,752,1.43,65.88,10.06
1580.0,810,790,36,1,754,1.42,66.01,9.93
1581.0,810,790,36,1,754,1.42,66.01,9.7
1582.0,810,791,37,1,754,1.42,66.01,9.19
1583.0,810,791,37,1,754,1.42,66.01,8.92
1584.0,810,791,37,2,754,1.42,66.01,9.16
1585.0,810,792,37,1,755,1.42,65.98,9.03
1586.0,810,793,37,1,756,1.42,66.12,9.02
1587.0,810,793,36,1,757,1.42,66.11,9.34
1588.0,810,794,36,1,758,1.42,66.06,9.14
1589.0,810,794,36,1,758,1.42,66.06,8.97
1590.0,810,795,37,1,758,1.42,66.06,9.04
1591.0,810,795,37,1,758,1.42,66.06,10.01
1592.0,810,797,38,0,759,1.45,66.09,10.19
1593.0,810,797,38,0,759,1.45,66.09,10.92
1594.0,810,798,39,0,759,1.45,66.09,11.07
1595.0,810,798,37,0,761,1.45,66.17,11.32
1596.0,810,798,37,1,761,1.45,66.17,11.72
1597.0,810,798,36,1,762,1.45,66.1,12.24
1598.0,810,798,35,2,763,1.45,66.32,12.58
1599.0,810,799,35,1,764,1.45,66.29,12.17
1600.0,810,800,36,1,764,1.45,66.29,11.28
1601.0,810,801,35,0,766,1.45,66.34,10.42
1602.0,810,802,36,0,766,1.45,66.34,10.22
1603.0,810,802,35,0,767,1.45,66.34,10.31
1604.0,810,802,35,1,767,1.45,66.34,10.77
1605.0,810,802,30,1,772,1.45,66.21,10.39
1606.0,810,803,30,1,773,1.45,66.2,10.38
1607.0,810,803,29,1,774,1.45,66.24,11.04
1608.0,810,804,30,1,774,1.45,66.24,11.12
1609.0,810,805,31,0,774,1.45,66.24,11.16
1610.0,810,806,32,0,774,1.45,66.24,11.31
1611.0,810,806,32,0,774,1.45,66.24,11.39
1612.0,810,807,32,0,775,1.45,66.21,10.5
1613.0,810,807,32,0,775,1.45,66.21,10.29
1614.0,810,808,33,0,775,1.45,66.21,10.72
1615.0,810,808,31,0,777,1.45,66.25,10.5
1616.0,810,809,31,0,778,1.44,66.17,10.34
1617.0,810,809,29,0,780,1.44,66.15,10.38
1618.0,911,810,29,0,781,1.44,66.15,10.08
1619.0,911,810,26,0,784,1.44,66.09,10.19
1620.0,911,811,27,0,784,1.44,66.09,10.08
1621.0,911,811,27,0,784,1.44,66.09,9.92
1622.0,911,812,28,0,784,1.44,66.09,9.82
1623.0,911,812,26,0,786,1.44,66.03,9.78
1624.0,911,813,26,0,787,1.44,66.03,9.55
1625.0,911,813,26,0,787,1.44,66.03,10.22
1626.0,911,813,25,1,788,1.44,66.09,10.52
1627.0,911,814,26,0,788,1.44,66.09,10.49
1628.0,911,815,27,0,788,1.44,66.09,10.13
1629.0,911,815,26,0,789,1.44,66.12,10.33
1630.0,911,816,27,0,789,1.43,66.12,10.23
1631.0,911,816,27,0,789,1.43,66.12,10.34
1632.0,911,817,28,0,789,1.43,66.12,10.25
1633.0,911,817,28,0,789,1.43,66.12,11.03
1634.0,911,818,27,0,791,1.43,66.18,10.75
1635.0,911,818,26,0,792,1.43,66.15,11.2
1636.0,911,818,26,1,792,1.43,66.15,11.89
1637.0,911,818,24,1,794,1.43,66.18,12.06
1638.0,911,820,26,0,794,1.43,66.18,11.82
1639.0,911,820,26,0,794,1.43,66.18,12.3
1640.0,911,821,26,0,795,1.43,66.14,11.99
1641.0,911,821,25,0,796,1.43,66.13,12.24
1642.0,911,822,26,0,796,1.43,66.13,11.5
1643.0,911,822,26,0,796,1.43,66.13,11.23
1644.0,911,823,27,0,796,1.42,66.13,10.45
1645.0,911,823,26,0,797,1.42,66.1,10.02
1646.0,911,823,26,1,797,1.42,66.1,10.22
1647.0,911,823,25,1,798,1.42,66.04,10.01
1648.0,911,824,26,1,798,1.42,66.04,10.2
1649.0,911,825,27,0,798,1.42,66.04,10.27
1650.0,911,826,27,0,799,1.42,66.0,9.25
1651.0,911,826,26,0,800,1.42,66.05,8.92
1652.0,911,827,26,0,801,1.42,66.0,8.45
1653.0,911,827,26,0,801,1.42,66.0,8.66
1654.0,911,828,27,0,801,1.42,66.0,8.86
1655.0,911,828,27,0,801,1.42,66.0,9.24
1656.0,911,829,28,0,801,1.42,66.0,8.78
1657.0,911,829,26,0,803,1.42,65.94,8.37
1658.0,911,830,27,0,803,1.42,65.94,8.56
1659.0,911,830,27,0,803,1.42,65.94,9.87
1660.0,911,831,28,0,803,1.41,65.94,10.48
1661.0,911,831,28,0,803,1.41,65.94,10.75
1662.0,911,832,29,0,803,1.41,65.94,10.82
1663.0,911,832,27,0,805,1.41,65.89,10.69
1664.0,911,833,27,0,806,1.41,65.87,10.34
1665.0,911,833,27,0,806,1.41,65.87,11.02
1666.0,911,834,28,0,806,1.41,65.87,10.97
1667.0,911,834,27,0,807,1.41,65.81,11.46
