time,loaded,inserted,running,waiting,ended,meanWaitingTime,meanTravelTime,meanSpeed
1668.0,911,835,26,0,809,1.41,65.73,10.73
1669.0,911,835,25,0,810,1.41,65.67,10.7
1670.0,911,836,25,0,811,1.41,65.64,9.34
1671.0,911,836,25,0,811,1.41,65.64,9.19
1672.0,911,837,26,0,811,1.4,65.64,9.14
1673.0,911,837,26,0,811,1.4,65.64,9.71
1674.0,911,838,27,0,811,1.4,65.64,9.62
1675.0,911,838,27,0,811,1.4,65.64,10.31
1676.0,911,839,28,0,811,1.4,65.64,10.36
1677.0,911,839,28,0,811,1.4,65.64,10.38
1678.0,911,840,28,0,812,1.4,65.66,10.42
1679.0,911,840,28,0,812,1.4,65.66,10.99
1680.0,911,841,29,0,812,1.4,65.66,10.96
1681.0,911,841,28,0,813,1.4,65.64,10.87
1682.0,911,842,29,0,813,1.4,65.64,10.47
1683.0,911,842,28,0,814,1.4,65.66,10.38
1684.0,911,843,29,0,814,1.39,65.66,10.22
1685.0,911,843,28,0,815,1.39,65.73,10.56
1686.0,911,844,29,0,815,1.39,65.73,10.55
1687.0,911,844,29,0,815,1.39,65.73,11.08
1688.0,911,845,29,0,816,1.39,65.72,10.71
1689.0,911,845,29,0,816,1.39,65.72,11.09
1690.0,911,846,29,0,817,1.39,65.69,10.48
1691.0,911,846,28,0,818,1.39,65.71,10.62
1692.0,911,847,29,0,818,1.39,65.71,10.27
1693.0,911,847,28,0,819,1.39,65.68,10.0
1694.0,911,848,28,0,820,1.39,65.69,10.17
1695.0,911,848,27,0,821,1.39,65.67,10.38
1696.0,911,849,27,0,822,1.38,65.63,9.99
1697.0,911,849,27,0,822,1.38,65.63,10.4
1698.0,911,850,28,0,822,1.38,65.63,10.65
1699.0,911,850,27,0,823,1.38,65.63,10.52
1700.0,911,851,27,0,824,1.38,65.58,10.11
1701.0,911,851,27,0,824,1.38,65.58,10.4
1702.0,911,852,28,0,824,1.38,65.58,10.22
1703.0,911,852,28,0,824,1.38,65.58,10.0
1704.0,911,853,29,0,824,1.38,65.58,9.75
1705.0,911,853,29,0,824,1.38,65.58,10.5
1706.0,911,854,29,0,825,1.38,65.58,10.46
1707.0,911,854,29,0,825,1.38,65.58,11.18
1708.0,911,855,28,0,827,1.37,65.56,10.99
1709.0,911,855,27,0,828,1.37,65.51,11.22
1710.0,911,856,27,0,829,1.37,65.48,11.04
1711.0,911,856,26,0,830,1.37,65.47,11.01
1712.0,911,857,27,0,830,1.37,65.47,9.87
1713.0,911,857,27,0,830,1.37,65.47,9.53
1714.0,911,858,27,0,831,1.37,65.45,9.24
1715.0,911,858,27,0,831,1.37,65.45,9.79
1716.0,911,859,28,0,831,1.37,65.45,10.01
1717.0,911,859,27,0,832,1.37,65.42,10.78
1718.0,911,860,28,0,832,1.37,65.42,10.93
1719.0,911,860,28,0,832,1.37,65.42,11.47
1720.0,911,861,29,0,832,1.36,65.42,11.61
1721.0,911,861,29,0,832,1.36,65.42,11.8
1722.0,911,862,30,0,832,1.36,65.42,11.88
1723.0,911,862,29,0,833,1.36,65.4,11.5
1724.0,911,863,30,0,833,1.36,65.4,11.24
1725.0,911,863,29,0,834,1.36,65.35,10.83
1726.0,911,864,30,0,834,1.36,65.35,10.22
1727.0,911,864,30,0,834,1.36,65.35,10.27
1728.0,911,865,31,0,834,1.36,65.35,9.92
1729.0,911,865,31,0,834,1.36,65.35,9.93
1730.0,911,866,32,0,834,1.36,65.35,9.77
1731.0,911,866,32,0,834,1.36,65.35,10.11
1732.0,911,867,33,0,834,1.36,65.35,10.02
1733.0,911,867,33,0,834,1.36,65.35,10.43
1734.0,911,868,33,0,835,1.35,65.32,10.12
1735.0,911,868,32,0,836,1.35,65.28,10.4
1736.0,911,869,33,0,836,1.35,65.28,10.2
1737.0,911,869,32,0,837,1.35,65.23,10.16
1738.0,911,870,33,0,837,1.35,65.23,10.19
1739.0,911,870,33,0,837,1.35,65.23,10.75
1740.0,911,871,33,0,838,1.35,65.19,10.93
1741.0,911,871,33,0,838,1.35,65.19,11.29
1742.0,911,872,34,0,838,1.35,65.19,11.03
1743.0,911,872,33,0,839,1.35,65.21,11.37
1744.0,911,873,34,0,839,1.35,65.21,11.21
1745.0,911,873,33,0,840,1.35,65.22,10.81
1746.0,911,874,34,0,840,1.34,65.22,9.83
1747.0,911,874,33,0,841,1.34,65.23,9.33
1748.0,911,875,33,0,842,1.34,65.22,8.51
1749.0,911,875,33,0,842,1.34,65.22,8.84
1750.0,911,876,34,0,842,1.34,65.22,9.0
1751.0,911,876,32,0,844,1.34,65.15,9.16
1752.0,911,877,33,0,844,1.34,65.15,9.42
1753.0,911,877,32,0,845,1.34,65.15,9.82
1754.0,911,878,33,0,845,1.34,65.15,9.5
1755.0,911,878,31,0,847,1.34,65.15,9.8
1756.0,911,879,32,0,847,1.34,65.15,9.58
1757.0,911,879,31,0,848,1.34,65.1,9.74
1758.0,911,880,31,0,849,1.34,65.11,9.59
1759.0,911,880,31,0,849,1.34,65.11,10.12
1760.0,911,881,32,0,849,1.33,65.11,10.02
1761.0,911,881,31,0,850,1.33,65.07,9.64
1762.0,911,882,32,0,850,1.33,65.07,9.08
1763.0,911,882,32,0,850,1.33,65.07,9.08
1764.0,911,883,32,0,851,1.33,65.06,8.54
1765.0,911,883,32,0,851,1.33,65.06,9.2
1766.0,911,884,33,0,851,1.33,65.06,9.44
1767.0,911,884,32,0,852,1.33,65.02,9.61
1768.0,911,885,33,0,852,1.33,65.02,9.55
1769.0,911,885,32,0,853,1.33,65.01,10.05
1770.0,911,886,31,0,855,1.33,65.17,9.23
1771.0,911,886,30,0,856,1.33,65.22,9.19
1772.0,911,887,31,0,856,1.32,65.22,8.83
1773.0,911,887,29,0,858,1.32,65.2,8.41
1774.0,911,887,29,1,858,1.32,65.2,8.73
1775.0,911,887,28,1,859,1.32,65.36,9.21
1776.0,911,889,30,0,859,1.32,65.36,9.25
1777.0,911,889,30,0,859,1.32,65.36,9.84
1778.0,911,889,30,1,859,1.32,65.36,9.78
1779.0,911,889,29,1,860,1.32,65.36,10.03
1780.0,911,891,31,0,860,1.32,65.36,9.82
1781.0,911,891,28,0,863,1.32,65.42,9.81
1782.0,911,892,29,0,863,1.32,65.42,9.76
1783.0,911,892,29,0,863,1.32,65.42,9.63
1784.0,911,893,28,0,865,1.32,65.34,8.48
1785.0,911,893,28,0,865,1.32,65.34,9.04
1786.0,911,894,29,0,865,1.32,65.34,9.31
1787.0,911,894,29,0,865,1.32,65.34,9.83
1788.0,911,895,29,0,866,1.32,65.29,9.69
1789.0,911,895,29,0,866,1.32,65.29,10.03
1790.0,911,896,29,0,867,1.32,65.3,9.81
1791.0,911,896,27,0,869,1.32,65.32,9.49
1792.0,911,897,27,0,870,1.31,65.37,9.15
1793.0,911,897,24,0,873,1.31,65.34,8.67
1794.0,911,898,25,0,873,1.31,65.34,8.68
1795.0,911,898,25,0,873,1.31,65.34,9.17
1796.0,911,899,25,0,874,1.31,65.32,8.48
1797.0,911,899,24,0,875,1.31,65.29,8.21
1798.0,911,900,25,0,875,1.31,65.29,8.01
1799.0,911,900,25,0,875,1.31,65.29,8.53
1800.0,911,901,25,0,876,1.31,65.3,8.5
1801.0,911,901,25,0,876,1.31,65.3,8.9
1802.0,911,902,26,0,876,1.31,65.3,8.63
1803.0,911,902,26,0,876,1.31,65.3,8.85
1804.0,911,903,27,0,876,1.31,65.3,8.34
1805.0,911,903,27,0,876,1.31,65.3,8.44
1806.0,911,904,28,0,876,1.3,65.3,8.25
1807.0,911,904,28,0,876,1.3,65.3,8.32
1808.0,911,905,29,0,876,1.3,65.3,8.23
1809.0,911,905,29,0,876,1.3,65.3,8.85
1810.0,911,906,30,0,876,1.3,65.3,9.03
1811.0,911,906,30,0,876,1.3,65.3,9.37
1812.0,911,907,31,0,876,1.3,65.3,9.44
1813.0,911,907,31,0,876,1.3,65.3,9.49
1814.0,911,908,32,0,876,1.3,65.3,9.58
1815.0,911,908,31,0,877,1.3,65.3,9.86
1816.0,911,909,32,0,877,1.3,65.3,10.12
1817.0,911,909,32,0,877,1.3,65.3,10.42
1818.0,911,910,33,0,877,1.3,65.3,10.25
1819.0,911,910,33,0,877,1.3,65.3,10.18
1820.0,1012,911,33,0,878,1.29,65.25,10.05
1821.0,1012,911,33,0,878,1.29,65.25,10.55
1822.0,1012,912,33,0,879,1.29,65.21,10.56
1823.0,1012,912,33,0,879,1.29,65.21,11.36
1824.0,1012,913,33,0,880,1.29,65.25,11.75
1825.0,1012,913,32,0,881,1.29,65.22,11.65
1826.0,1012,914,32,0,882,1.29,65.23,10.77
1827.0,1012,914,32,0,882,1.29,65.23,10.5
1828.0,1012,915,32,0,883,1.29,65.25,9.79
1829.0,1012,915,32,0,883,1.29,65.25,9.75
1830.0,1012,916,33,0,883,1.29,65.25,9.64
1831.0,1012,916,31,0,885,1.29,65.22,9.8
1832.0,1012,917,31,0,886,1.29,65.18,9.88
1833.0,1012,917,31,0,886,1.29,65.18,10.33
1834.0,1012,918,31,0,887,1.28,65.16,9.91
1835.0,1012,918,31,0,887,1.28,65.16,10.19
1836.0,1012,919,31,0,888,1.28,65.17,10.01
1837.0,1012,919,31,0,888,1.28,65.17,10.35
1838.0,1012,920,31,0,889,1.28,65.13,10.22
1839.0,1012,920,31,0,889,1.28,65.13,10.53
1840.0,1012,920,30,1,890,1.28,65.14,10.14
1841.0,1012,920,30,1,890,1.28,65.14,10.03
1842.0,1012,921,31,1,890,1.28,65.14,9.89
1843.0,1012,921,31,1,890,1.28,65.14,10.15
1844.0,1012,922,32,1,890,1.28,65.14,9.72
1845.0,1012,923,32,0,891,1.28,65.11,9.37
1846.0,1012,923,32,1,891,1.28,65.11,9.58
1847.0,1012,924,32,0,892,1.28,65.09,9.45
1848.0,1012,925,32,0,893,1.28,65.03,9.59
1849.0,1012,925,31,0,894,1.28,64.99,9.49
1850.0,1012,925,31,1,894,1.28,64.99,9.57
1851.0,1012,926,32,0,894,1.28,64.99,9.41
1852.0,1012,927,33,0,894,1.28,64.99,9.12
1853.0,1012,927,32,0,895,1.28,64.95,8.82
1854.0,1012,928,33,0,895,1.28,64.95,8.92
1855.0,1012,928,33,0,895,1.28,64.95,9.58
1856.0,1012,929,34,0,895,1.28,64.95,10.19
1857.0,1012,929,34,0,895,1.28,64.95,10.7
1858.0,1012,930,34,0,896,1.28,65.02,10.75
1859.0,1012,930,33,0,897,1.28,64.97,11.3
1860.0,1012,930,33,1,897,1.28,64.97,11.81
1861.0,1012,931,33,0,898,1.27,64.95,11.56
1862.0,1012,932,34,0,898,1.27,64.95,10.91
1863.0,1012,932,34,0,898,1.27,64.95,10.87
1864.0,1012,933,34,0,899,1.27,64.91,10.2
1865.0,1012,933,34,0,899,1.27,64.91,9.92
1866.0,1012,934,33,0,901,1.27,64.91,8.94
1867.0,1012,934,31,0,903,1.27,64.94,8.9
1868.0,1012,935,32,0,903,1.27,64.94,9.01
1869.0,1012,935,32,0,903,1.27,64.94,9.13
1870.0,1012,936,32,0,904,1.27,65.07,8.95
1871.0,1012,936,31,0,905,1.27,65.03,8.83
1872.0,1012,937,32,0,905,1.27,65.03,8.9
1873.0,1012,937,31,0,906,1.27,65.06,8.96
1874.0,1012,937,31,1,906,1.27,65.06,9.54
1875.0,1012,938,31,0,907,1.27,65.1,9.53
1876.0,1012,939,32,0,907,1.27,65.1,9.44
1877.0,1012,939,32,0,907,1.27,65.1,9.77
1878.0,1012,940,32,0,908,1.26,65.12,9.54
1879.0,1012,940,32,0,908,1.26,65.12,9.35
1880.0,1012,941,32,0,909,1.26,65.15,9.22
1881.0,1012,941,30,0,911,1.26,65.15,8.53
1882.0,1012,942,31,0,911,1.26,65.15,8.3
1883.0,1012,942,31,0,911,1.26,65.15,8.71
1884.0,1012,943,31,0,912,1.26,65.1,8.4
1885.0,1012,943,30,0,913,1.26,65.05,8.17
1886.0,1012,944,30,0,914,1.26,65.05,8.1
1887.0,1012,944,30,0,914,1.26,65.05,8.65
1888.0,1012,945,31,0,914,1.26,65.05,9.0
1889.0,1012,945,31,0,914,1.26,65.05,8.82
1890.0,1012,946,32,0,914,1.26,65.05,8.5
1891.0,1012,946,32,0,914,1.26,65.05,8.84
1892.0,1012,947,33,0,914,1.25,65.05,8.76
1893.0,1012,947,33,0,914,1.25,65.05,8.81
1894.0,1012,947,33,1,914,1.25,65.05,9.1
1895.0,1012,948,34,0,914,1.25,65.05,9.1
1896.0,1012,949,35,0,914,1.25,65.05,9.1
1897.0,1012,949,35,0,914,1.25,65.05,9.24
1898.0,1012,950,36,0,914,1.25,65.05,9.02
1899.0,1012,950,35,0,915,1.25,64.98,9.53
1900.0,1012,951,36,0,915,1.25,64.98,9.43
1901.0,1012,951,36,0,915,1.25,64.98,9.3
1902.0,1012,952,35,0,917,1.25,64.91,8.58
1903.0,1012,952,35,0,917,1.25,64.91,8.42
1904.0,1012,953,36,0,917,1.25,64.91,8.39
1905.0,1012,953,35,0,918,1.25,64.89,8.48
1906.0,1012,954,35,0,919,1.25,64.88,8.21
1907.0,1012,954,35,0,919,1.25,64.88,8.52
1908.0,1012,955,36,0,919,1.25,64.88,8.57
1909.0,1012,955,34,0,921,1.25,64.92,8.18
1910.0,1012,956,35,0,921,1.24,64.92,8.09
1911.0,1012,956,35,0,921,1.24,64.92,8.71
1912.0,1012,957,35,0,922,1.24,65.03,8.82
1913.0,1012,957,34,0,923,1.24,65.06,8.74
1914.0,1012,958,35,0,923,1.24,65.06,8.37
1915.0,1012,958,35,0,923,1.24,65.06,8.44
1916.0,1012,959,36,0,923,1.24,65.06,8.39
1917.0,1012,959,36,0,923,1.24,65.06,8.89
1918.0,1012,960,37,0,923,1.24,65.06,9.28
1919.0,1012,960,36,0,924,1.24,65.12,9.94
1920.0,1012,961,36,0,925,1.24,65.05,10.42
1921.0,1012,961,36,0,925,1.24,65.05,10.64
1922.0,1012,962,37,0,925,1.24,65.05,10.35
1923.0,1012,962,37,0,925,1.24,65.05,10.59
1924.0,1012,963,38,0,925,1.23,65.05,10.19
1925.0,1012,963,38,0,925,1.23,65.05,10.77
1926.0,1012,964,39,0,925,1.23,65.05,10.82
1927.0,1012,964,38,0,926,1.23,65.05,11.06
1928.0,1012,965,36,0,929,1.23,65.02,11.07
1929.0,1012,965,35,0,930,1.23,65.03,11.1
1930.0,1012,966,34,0,932,1.23,65.03,10.6
1931.0,1012,966,34,0,932,1.23,65.03,11.05
1932.0,1012,967,35,0,932,1.23,65.03,11.01
1933.0,1012,967,35,0,932,1.23,65.03,11.3
1934.0,1012,967,34,1,933,1.23,65.06,11.35
1935.0,1012,968,34,0,934,1.23,65.06,11.09
1936.0,1012,969,33,0,936,1.23,65.02,10.78
1937.0,1012,969,32,0,937,1.23,65.12,11.05
1938.0,1012,970,32,0,938,1.23,65.11,10.31
1939.0,1012,970,31,0,939,1.23,65.12,10.32
1940.0,1012,971,32,0,939,1.23,65.12,10.17
1941.0,1012,971,30,0,941,1.23,65.1,9.83
1942.0,1012,972,31,0,941,1.22,65.1,9.54
1943.0,1012,972,31,0,941,1.22,65.1,9.66
1944.0,1012,973,31,0,942,1.22,65.08,9.5
1945.0,1012,973,31,0,942,1.22,65.08,9.89
1946.0,1012,974,31,0,943,1.22,65.06,9.52
1947.0,1012,974,30,0,944,1.22,65.14,9.86
1948.0,1012,975,30,0,945,1.22,65.2,9.87
1949.0,1012,975,30,0,945,1.22,65.2,10.31
1950.0,1012,976,30,0,946,1.22,65.18,9.98
1951.0,1012,976,30,0,946,1.22,65.18,10.32
1952.0,1012,977,29,0,948,1.22,65.15,9.59
1953.0,1012,977,29,0,948,1.22,65.15,9.9
1954.0,1012,978,30,0,948,1.22,65.15,9.75
1955.0,1012,978,30,0,948,1.22,65.15,10.05
1956.0,1012,979,31,0,948,1.22,65.15,9.64
1957.0,1012,979,31,0,948,1.22,65.15,9.53
1958.0,1012,980,32,0,948,1.21,65.15,9.39
1959.0,1012,980,32,0,948,1.21,65.15,9.52
1960.0,1012,980,32,1,948,1.21,65.15,10.04
1961.0,1012,981,33,0,948,1.21,65.15,9.94
1962.0,1012,982,34,0,948,1.21,65.15,9.82
1963.0,1012,982,33,0,949,1.21,65.2,9.76
1964.0,1012,983,33,0,950,1.21,65.16,9.48
1965.0,1012,983,33,0,950,1.21,65.16,9.6
1966.0,1012,984,34,0,950,1.21,65.16,9.44
1967.0,1012,984,33,0,951,1.21,65.15,9.62
1968.0,1012,985,34,0,951,1.21,65.15,9.49
1969.0,1012,985,32,0,953,1.21,65.14,9.7
1970.0,1012,986,33,0,953,1.21,65.14,9.91
1971.0,1012,986,31,0,955,1.21,65.04,10.5
1972.0,1012,987,32,0,955,1.21,65.04,10.18
1973.0,1012,987,31,0,956,1.21,65.15,10.13
1974.0,1012,988,32,0,956,1.21,65.15,10.04
1975.0,1012,988,32,0,956,1.21,65.15,10.37
1976.0,1012,989,33,0,956,1.2,65.15,10.19
1977.0,1012,989,33,0,956,1.2,65.15,10.05
1978.0,1012,990,32,0,958,1.2,65.14,9.69
1979.0,1012,990,30,0,960,1.2,65.11,10.1
1980.0,1012,991,31,0,960,1.2,65.11,10.43
1981.0,1012,991,30,0,961,1.2,65.14,10.6
1982.0,1012,992,30,0,962,1.2,65.09,9.61
1983.0,1012,992,29,0,963,1.2,65.08,9.55
1984.0,1012,993,30,0,963,1.2,65.08,9.39
1985.0,1012,993,30,0,963,1.2,65.08,9.71
1986.0,1012,994,31,0,963,1.2,65.08,10.19
1987.0,1012,994,30,0,964,1.2,65.11,10.05
1988.0,1012,995,31,0,964,1.2,65.11,10.26
1989.0,1012,995,31,0,964,1.2,65.11,10.49
1990.0,1012,995,29,1,966,1.2,65.1,9.63
1991.0,1012,995,28,1,967,1.2,65.2,9.17
1992.0,1012,996,29,1,967,1.2,65.2,8.91
1993.0,1012,996,29,1,967,1.2,65.2,8.98
1994.0,1012,998,30,0,968,1.2,65.17,8.41
1995.0,1012,998,30,0,968,1.2,65.17,8.57
1996.0,1012,999,31,0,968,1.2,65.17,8.42
1997.0,1012,999,31,0,968,1.2,65.17,8.59
1998.0,1012,1000,32,0,968,1.2,65.17,8.96
1999.0,1012,1000,32,0,968,1.2,65.17,9.47
2000.0,1012,1001,33,0,968,1.19,65.17,9.68
2001.0,1012,1001,32,0,969,1.19,65.19,9.53
2002.0,1012,1002,33,0,969,1.19,65.19,9.51
2003.0,1012,1002,32,0,970,1.19,65.23,9.41
2004.0,1012,1003,31,0,972,1.19,65.25,8.95
2005.0,1012,1003,31,0,972,1.19,65.25,9.09
2006.0,1012,1003,31,1,972,1.19,65.25,9.1
2007.0,1012,1004,31,0,973,1.19,65.3,9.09
2008.0,1012,1005,32,0,973,1.19,65.3,9.22
2009.0,1012,1005,32,0,973,1.19,65.3,9.38
2010.0,1012,1006,32,0,974,1.19,65.25,9.32
2011.0,1012,1006,31,0,975,1.19,65.24,9.48
2012.0,1012,1006,31,1,975,1.19,65.24,10.03
2013.0,1012,1006,28,1,978,1.19,65.17,9.65
2014.0,1012,1008,30,0,978,1.19,65.17,9.19
2015.0,1012,1008,29,0,979,1.19,65.15,8.86
2016.0,1012,1009,30,0,979,1.19,65.15,9.3
2017.0,1012,1009,30,0,979,1.19,65.15,9.82
2018.0,1012,1010,30,0,980,1.19,65.12,9.95
2019.0,1012,1010,30,0,980,1.19,65.12,10.79
2020.0,1012,1011,31,0,980,1.18,65.12,10.84
2021.0,1012,1011,31,0,980,1.18,65.12,11.06
2022.0,1113,1012,32,0,980,1.18,65.12,11.01
2023.0,1113,1012,31,0,981,1.18,65.08,10.45
2024.0,1113,1013,31,0,982,1.18,65.05,9.82
2025.0,1113,1013,31,0,982,1.18,65.05,9.76
2026.0,1113,1014,32,0,982,1.18,65.05,9.69
2027.0,1113,1014,32,0,982,1.18,65.05,10.23
2028.0,1113,1015,33,0,982,1.18,65.05,10.25
2029.0,1113,1015,32,0,983,1.18,65.03,10.28
2030.0,1113,1016,32,0,984,1.18,65.01,9.88
2031.0,1113,1016,31,0,985,1.18,65.06,9.38
2032.0,1113,1017,31,0,986,1.18,65.06,9.05
2033.0,1113,1017,30,0,987,1.18,65.07,9.47
2034.0,1113,1018,31,0,987,1.18,65.07,9.82
2035.0,1113,1018,31,0,987,1.18,65.07,10.23
2036.0,1113,1018,31,1,987,1.18,65.07,10.68
2037.0,1113,1019,32,0,987,1.18,65.07,10.93
2038.0,1113,1020,31,0,989,1.18,65.19,10.29
2039.0,1113,1020,31,0,989,1.18,65.19,10.06
2040.0,1113,1021,31,0,990,1.17,65.15,10.21
2041.0,1113,1021,31,0,990,1.17,65.15,10.84
2042.0,1113,1022,32,0,990,1.17,65.15,10.85
2043.0,1113,1022,32,0,990,1.17,65.15,11.38
2044.0,1113,1023,32,0,991,1.17,65.13,11.22
2045.0,1113,1023,30,0,993,1.17,65.05,11.22
2046.0,1113,1024,31,0,993,1.17,65.05,11.0
2047.0,1113,1024,31,0,993,1.17,65.05,11.34
2048.0,1113,1025,32,0,993,1.17,65.05,11.26
2049.0,1113,1025,32,0,993,1.17,65.05,11.55
2050.0,1113,1026,32,0,994,1.17,65.04,11.57
2051.0,1113,1026,32,0,994,1.17,65.04,11.42
2052.0,1113,1027,33,0,994,1.17,65.04,10.7
2053.0,1113,1027,32,0,995,1.17,65.02,9.85
2054.0,1113,1028,31,0,997,1.17,65.09,8.95
2055.0,1113,1028,31,0,997,1.17,65.09,9.17
2056.0,1113,1029,32,0,997,1.17,65.09,9.18
2057.0,1113,1029,31,0,998,1.17,65.11,9.38
2058.0,1113,1030,31,0,999,1.16,65.12,9.41
2059.0,1113,1030,31,0,999,1.16,65.12,9.72
2060.0,1113,1031,32,0,999,1.16,65.12,9.47
2061.0,1113,1031,32,0,999,1.16,65.12,9.8
2062.0,1113,1032,33,0,999,1.16,65.12,10.02
2063.0,1113,1032,33,0,999,1.16,65.12,10.24
2064.0,1113,1033,34,0,999,1.16,65.12,9.64
2065.0,1113,1033,34,0,999,1.16,65.12,10.19
2066.0,1113,1034,35,0,999,1.16,65.12,10.28
2067.0,1113,1034,34,0,1000,1.16,65.11,10.47
2068.0,1113,1035,33,0,1002,1.16,65.08,10.15
2069.0,1113,1035,32,0,1003,1.16,65.15,10.09
2070.0,1113,1036,33,0,1003,1.16,65.15,9.75
2071.0,1113,1036,33,0,1003,1.16,65.15,9.76
2072.0,1113,1037,34,0,1003,1.16,65.15,9.75
2073.0,1113,1037,34,0,1003,1.16,65.15,9.87
2074.0,1113,1038,35,0,1003,1.16,65.15,9.91
2075.0,1113,1038,35,0,1003,1.16,65.15,10.22
2076.0,1113,1039,33,0,1006,1.15,65.16,9.03
2077.0,1113,1039,33,0,1006,1.15,65.16,9.35
2078.0,1113,1040,33,0,1007,1.15,65.16,9.26
2079.0,1113,1040,32,0,1008,1.15,65.13,9.28
2080.0,1113,1041,33,0,1008,1.15,65.13,9.19
2081.0,1113,1041,33,0,1008,1.15,65.13,9.39
2082.0,1113,1042,34,0,1008,1.15,65.13,9.42
2083.0,1113,1042,33,0,1009,1.15,65.08,8.8
2084.0,1113,1043,34,0,1009,1.15,65.08,8.24
2085.0,1113,1043,33,0,1010,1.15,65.05,8.07
2086.0,1113,1044,34,0,1010,1.15,65.05,8.39
2087.0,1113,1044,33,0,1011,1.15,65.13,8.57
2088.0,1113,1045,33,0,1012,1.15,65.13,8.52
2089.0,1113,1045,33,0,1012,1.15,65.13,8.78
2090.0,1113,1046,33,0,1013,1.15,65.12,8.87
2091.0,1113,1046,33,0,1013,1.15,65.12,8.92
2092.0,1113,1046,32,1,1014,1.15,65.09,8.81
2093.0,1113,1046,32,1,1014,1.15,65.09,8.77
2094.0,1113,1047,32,1,1015,1.15,65.04,8.57
2095.0,1113,1047,32,1,1015,1.15,65.04,8.89
2096.0,1113,1048,32,1,1016,1.14,65.02,8.39
2097.0,1113,1048,31,1,1017,1.14,65.04,8.51
2098.0,1113,1050,33,0,1017,1.15,65.04,8.05
2099.0,1113,1050,33,0,1017,1.15,65.04,8.2
2100.0,1113,1051,34,0,1017,1.15,65.04,8.26
2101.0,1113,1051,34,0,1017,1.15,65.04,8.2
2102.0,1113,1052,35,0,1017,1.15,65.04,7.77
2103.0,1113,1052,35,0,1017,1.15,65.04,8.1
2104.0,1113,1053,34,0,1019,1.14,65.08,7.77
2105.0,1113,1053,34,0,1019,1.14,65.08,8.16
2106.0,1113,1054,35,0,1019,1.14,65.08,8.16
2107.0,1113,1054,35,0,1019,1.14,65.08,8.55
2108.0,1113,1055,35,0,1020,1.14,65.04,7.7
2109.0,1113,1055,35,0,1020,1.14,65.04,8.12
2110.0,1113,1056,36,0,1020,1.14,65.04,8.41
2111.0,1113,1056,35,0,1021,1.14,65.03,8.72
2112.0,1113,1057,36,0,1021,1.14,65.03,8.35
2113.0,1113,1057,35,0,1022,1.14,65.02,7.99
2114.0,1113,1057,35,1,1022,1.14,65.02,8.25
2115.0,1113,1057,34,1,1023,1.14,65.03,8.42
2116.0,1113,1058,35,1,1023,1.14,65.03,8.42
2117.0,1113,1059,35,0,1024,1.14,65.07,7.71
2118.0,1113,1059,34,1,1025,1.14,65.02,7.11
2119.0,1113,1059,34,1,1025,1.14,65.02,7.31
2120.0,1113,1060,35,1,1025,1.14,65.02,7.05
2121.0,1113,1061,34,0,1027,1.14,65.04,5.86
2122.0,1113,1062,35,0,1027,1.14,65.04,5.74
2123.0,1113,1062,35,0,1027,1.14,65.04,5.7
2124.0,1113,1063,36,0,1027,1.14,65.04,5.62
2125.0,1113,1063,36,0,1027,1.14,65.04,5.9
2126.0,1113,1064,37,0,1027,1.14,65.04,5.62
2127.0,1113,1064,37,0,1027,1.14,65.04,6.14
2128.0,1113,1065,38,0,1027,1.14,65.04,6.43
2129.0,1113,1065,38,0,1027,1.14,65.04,6.74
2130.0,1113,1066,39,0,1027,1.14,65.04,6.79
2131.0,1113,1066,38,0,1028,1.14,65.04,6.61
2132.0,1113,1067,39,0,1028,1.13,65.04,6.98
2133.0,1113,1067,37,0,1030,1.13,65.08,7.02
2134.0,1113,1068,38,0,1030,1.13,65.08,7.5
2135.0,1113,1068,38,0,1030,1.13,65.08,8.33
2136.0,1113,1069,39,0,1030,1.13,65.08,8.67
2137.0,1113,1069,39,0,1030,1.13,65.08,9.24
2138.0,1113,1069,38,1,1031,1.13,65.07,9.24
2139.0,1113,1070,39,0,1031,1.13,65.07,9.13
2140.0,1113,1071,39,0,1032,1.13,65.07,8.58
2141.0,1113,1071,39,0,1032,1.13,65.07,8.74
2142.0,1113,1072,40,0,1032,1.13,65.07,8.36
2143.0,1113,1072,40,0,1032,1.13,65.07,8.5
2144.0,1113,1073,41,0,1032,1.13,65.07,8.35
2145.0,1113,1073,41,0,1032,1.13,65.07,8.47
2146.0,1113,1074,41,0,1033,1.13,65.06,8.39
2147.0,1113,1074,41,0,1033,1.13,65.06,8.67
2148.0,1113,1075,41,0,1034,1.13,65.07,8.66
2149.0,1113,1075,40,0,1035,1.13,65.05,8.37
2150.0,1113,1076,38,0,1038,1.13,65.18,8.06
2151.0,1113,1076,38,0,1038,1.13,65.18,8.7
2152.0,1113,1077,39,0,1038,1.13,65.18,8.53
2153.0,1113,1077,39,0,1038,1.13,65.18,8.54
2154.0,1113,1078,40,0,1038,1.12,65.18,8.65
2155.0,1113,1078,39,0,1039,1.12,65.19,8.72
2156.0,1113,1079,40,0,1039,1.12,65.19,8.98
2157.0,1113,1079,38,0,1041,1.12,65.18,8.99
2158.0,1113,1080,38,0,1042,1.12,65.18,8.93
2159.0,1113,1080,37,0,1043,1.12,65.14,9.0
2160.0,1113,1081,38,0,1043,1.12,65.14,9.11
2161.0,1113,1081,37,0,1044,1.12,65.12,8.39
